Taxon id;Global sorteringsordning;Vetenskapligt namn;Svenskt namn;Kategori;Observationer;Landskapstyp;RedListCategory;Rödlistningskriterium
100008;56919;Anser erythropus;fjällgås;Art;20911;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;D
232125;56926;Anser fabalis;skogsgås;Art;32952;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;C1
102930;56973;Tadorna tadorna;gravand;Art;307820;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Sötvatten (L) - Har betydelse;NT;A2b
102108;56981;Clangula hyemalis;alfågel;Art;164213;Brackvatten (B) - Stor betydelse, Fjäll (F) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Marin miljö (M) - Har betydelse;NT;A2abc
232124;56982;Clangula hyemalis (wintering);alfågel (övervintrande population);Population;0;Brackvatten (B) - Stor betydelse, Marin miljö (M) - Har betydelse;VU;A2abce
102935;56988;Somateria mollissima;ejder;Art;413227;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse;EN;A2abce
102107;57025;Aythya ferina;brunand;Art;225821;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;"A2abce; C1"
100014;57031;Aythya marila;bergand;Art;121392;Brackvatten (B) - Stor betydelse, Fjäll (F) - Stor betydelse, Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;A2abce
100007;57045;Spatula querquedula;årta;Art;117339;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;C1
102931;57055;Mareca penelope;bläsand;Art;593481;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;A2ab
100006;57065;Anas acuta;stjärtand;Art;247042;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;C1
102932;57066;Anas crecca;kricka;Art;792979;Brackvatten (B) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Fjäll (F) - Har betydelse, Havsstrand (H) - Har betydelse;NT;A2b
100114;57155;Podiceps grisegena;gråhakedopping;Art;176957;Brackvatten (B) - Stor betydelse, Sötvatten (L) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Marin miljö (M) - Har betydelse;NT;A2abc
100115;57160;Podiceps nigricollis;svarthalsad dopping;Art;12622;Sötvatten (L) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;D
102972;57199;Streptopelia decaocto;turkduva;Art;191622;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;A2abe
100044;57226;Crex crex;kornknarr;Art;45645;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;EN;C1
100116;57230;Porzana porzana;småfläckig sumphöna;Art;21136;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;D1
102950;57256;Haematopus ostralegus;strandskata;Art;461161;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NT;"A2b; C1"
102952;57278;Vanellus vanellus;tofsvipa;Art;834683;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Brackvatten (B) - Har betydelse, Marin miljö (M) - Har betydelse;VU;A2b
100091;57301;Numenius arquata;storspov;Art;481414;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse, Marin miljö (M) - Har betydelse;EN;A2abce
100075;57305;Limosa lapponica;myrspov;Art;161920;Brackvatten (B) - Stor betydelse, Fjäll (F) - Stor betydelse, Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse, Marin miljö (M) - Har betydelse, Sötvatten (L) - Har betydelse;VU;D1
