Taxon id;Global sorteringsordning;Vetenskapligt namn;Svenskt namn;Kategori;Observationer;Landskapstyp;RedListCategory;Rödlistningskriterium
2002086;57423;Alcidae;alkor;Familj;432163;;;
1001519;57424;Fratercula;;Släkte;2939;;;
205689;57425;Fratercula cirrhata;tofslunne;Art;2;;NA;
100059;57426;Fratercula arctica;lunnefågel;Art;2937;Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse;RE;
233947;57427;Fratercula arctica grabae;lunnefågel, underarten grabae;Underart;0;;;
233948;57428;Fratercula arctica arctica;lunnefågel, underarten arctica;Underart;1;;NA;
1006634;57429;Aethia;;Släkte;2;;;
205687;57430;Aethia psittacula;papegojalka;Art;2;;NA;
1001517;57431;Cepphus;;Släkte;127045;;;
102116;57432;Cepphus grylle;tobisgrissla;Art;127045;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse;LC;
233945;57433;Cepphus grylle grylle;östersjötobisgrissla;Underart;301;;NE;
233946;57434;Cepphus grylle arcticus;atlanttobisgrissla;Underart;35;;NE;
266845;57435;Cepphus grylle mandtii;nordlig tobisgrissla;Underart;1;;NA;
1001515;57436;Alca;;Släkte;120928;;;
102969;57437;Alca torda;tordmule;Art;120928;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Marin miljö (M) - Har betydelse;LC;
205942;57438;Alca torda islandica;isländsk tordmule;Underart;1;;NA;
233944;57439;Alca torda torda;nordlig tordmule;Underart;190;;NE;
1016573;57440;Pinguinus;;Släkte;1;;;
264918;57441;Pinguinus impennis;garfågel;Art;1;;NA;
1001516;57442;Alle;;Släkte;10019;;;
205685;57443;Alle alle;alkekung;Art;10019;;NA;
6324807;57444;Alle alle alle;mindre alkekung;Underart;0;;NA;
1001514;57445;Uria;sillgrissla/spetsbergsgrissla;Släkte;156028;;;
205683;57446;Uria lomvia;spetsbergsgrissla;Art;56;;NA;
233943;57447;Uria lomvia lomvia;atlantspetsbergsgrissla;Underart;0;;NA;
100144;57448;Uria aalge;sillgrissla;Art;155970;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Marin miljö (M) - Har betydelse;LC;
205940;57449;Uria aalge albionis;brittisk sillgrissla;Underart;0;;NA;
205941;57450;Uria aalge hyperborea;arktisk sillgrissla;Underart;0;;NA;
233942;57451;Uria aalge aalge;nordlig sillgrissla;Underart;53;;NE;
1001518;57452;Cyclorrhynchus;;Släkte;0;;;
1001520;57453;Lunda;;Släkte;0;;;
266926;57454;Uria aalge/Alca torda;sillgrissla/tordmule;Artkomplex;290611;;NA;
2002083;57455;Laridae;måsfåglar;Familj;4509264;;;
6006099;57456;Sterninae;tärnor;Underfamilj;1124061;;;
1009493;57457;Onychoprion;;Släkte;4;;;
205677;57458;Onychoprion fuscatus;sottärna;Art;2;;NA;
6324806;57459;Onychoprion fuscatus fuscatus;atlantsottärna;Underart;0;;NA;
205676;57460;Onychoprion anaethetus;tygeltärna;Art;2;;NA;
234077;57461;Onychoprion anaethetus melanopterus;atlanttygeltärna;Underart;0;;NA;
1009494;57462;Sternula;;Släkte;82460;;;
100133;57463;Sternula albifrons;småtärna;Art;82460;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Marin miljö (M) - Har betydelse, Urban miljö (U) - Har betydelse;EN;C1
233934;57464;Sternula albifrons albifrons;vanlig småtärna;Underart;1;;NE;
1009496;57465;Hydroprogne;;Släkte;167348;;;
100134;57466;Hydroprogne caspia;skräntärna;Art;167348;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Sötvatten (L) - Stor betydelse;NT;D1
1009495;57467;Gelochelidon;;Släkte;90;;;
205670;57468;Gelochelidon nilotica;sandtärna;Art;90;;NA;
233935;57469;Gelochelidon nilotica nilotica;vanlig sandtärna;Underart;0;;NA;
1001513;57470;Chlidonias;träsktärnor;Släkte;77859;;;
205679;57471;Chlidonias hybrida;skäggtärna;Art;57;;NA;
233940;57472;Chlidonias hybrida hybrida;nordlig skäggtärna;Underart;0;;NA;
103068;57473;Chlidonias leucopterus;vitvingad tärna;Art;1190;Våtmark (V) - Har betydelse;NA;
100030;57474;Chlidonias niger;svarttärna;Art;76583;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;D1
233939;57475;Chlidonias niger niger;eurasisk svarttärna;Underart;0;;NE;
6011891;57476;Thalasseus;;Släkte;133152;;;
100135;57477;Thalasseus sandvicensis;kentsk tärna;Art;133152;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse;NT;A3bc
233936;57478;Thalasseus sandvicensis sandvicensis;eurasisk kentsk tärna;Underart;1;;NE;
266843;57479;Thalasseus maximus;kungstärna;Art;0;;NA;
6321895;57480;Thalasseus albididorsalis;guineatärna;Art;0;;NA;
266844;57481;Thalasseus bengalensis;iltärna;Art;0;;NA;
1001512;57482;Sterna;;Släkte;661558;;;
233806;57483;Sterna forsteri;kärrtärna;Art;1;;NA;
102619;57484;Sterna paradisaea;silvertärna;Art;196443;Brackvatten (B) - Stor betydelse, Fjäll (F) - Stor betydelse, Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
102618;57485;Sterna hirundo;fisktärna;Art;430330;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
233937;57486;Sterna hirundo hirundo;västlig fisktärna;Underart;146;;NE;
6034676;57487;Sterna hirundo longipennis;fisktärna, underarten longipennis;Underart;0;;NA;
205673;57488;Sterna dougallii;rosentärna;Art;7;;NA;
233938;57489;Sterna dougallii dougallii;atlantrosentärna;Underart;0;;NA;
266842;57490;Sterna hirundo/paradisaea;fisk-/silvertärna;Artkomplex;661432;;NA;
6006073;57491;Onychoprion/Sternula/Gelochelidon/Hydroprogne/Sterna/Thalasseus;havstärnor;Pseudotaxon;1044617;;;
6006098;57492;Larinae;måsar och trutar;Underfamilj;3384264;;;
1016572;57493;Hydrocoloeus;;Släkte;166376;;;
100072;57494;Hydrocoloeus minutus;dvärgmås;Art;166376;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;LC;
1001509;57495;Rhodostethia;;Släkte;81;;;
205667;57496;Rhodostethia rosea;rosenmås;Art;81;;NA;
1001510;57497;Rissa;;Släkte;44916;;;
100125;57498;Rissa tridactyla;tretåig mås;Art;44916;Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse;EN;D
233941;57499;Rissa tridactyla tridactyla;vanlig tretåig mås;Underart;0;;NE;
6005992;57500;Xema;;Släkte;1004;;;
205656;57501;Xema sabini;tärnmås;Art;1004;;NA;
1001511;57502;Pagophila;;Släkte;37;;;
205669;57503;Pagophila eburnea;ismås;Art;37;;NA;
1016577;57504;Chroicocephalus;;Släkte;854146;;;
233807;57505;Chroicocephalus genei;långnäbbad mås;Art;3;;NA;
205657;57506;Chroicocephalus philadelphia;trädmås;Art;7;;NA;
102963;57507;Chroicocephalus ridibundus;skrattmås;Art;854133;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Brackvatten (B) - Har betydelse, Marin miljö (M) - Har betydelse, Sötvatten (L) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2abe
6011884;57508;Leucophaeus;;Släkte;17;;;
205653;57509;Leucophaeus atricilla;sotvingad mås;Art;7;;NA;
236322;57510;Leucophaeus atricilla megalopterus;nordlig sotvingad mås;Underart;0;;NA;
205654;57511;Leucophaeus pipixcan;präriemås;Art;10;;NA;
6011885;57512;Ichthyaetus;;Släkte;3454;;;
266835;57513;Ichthyaetus ichthyaetus;svarthuvad trut;Art;5;;NA;
266836;57514;Ichthyaetus audouinii;rödnäbbad trut;Art;0;;NA;
103067;57515;Ichthyaetus melanocephalus;svarthuvad mås;Art;3449;Havsstrand (H) - Stor betydelse, Brackvatten (B) - Har betydelse, Sötvatten (L) - Har betydelse;NA;
1001508;57516;Larus;;Släkte;2313572;;;
233808;57517;Larus delawarensis;ringnäbbad mås;Art;34;;NA;
102964;57518;Larus canus;fiskmås;Art;851154;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Fjäll (F) - Har betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
233931;57519;Larus canus canus;europeisk fiskmås;Underart;358;;NE;
6017808;57520;Larus canus heinei;rysk fiskmås;Underart;12;;NA;
205662;57521;Larus cachinnans;kaspisk trut;Art;42019;;NA;
234076;57522;Larus cachinnans cachinnans;kaspisk trut, underarten cachinnans;Underart;0;;NA;
266837;57523;Larus smithsonianus;kanadatrut;Art;0;;NA;
102966;57524;Larus argentatus;gråtrut;Art;733166;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Sötvatten (L) - Har betydelse, Våtmark (V) - Har betydelse;VU;A2abcde
233933;57525;Larus argentatus argentatus;skandinavisk gråtrut;Underart;742;;NE;
6011307;57526;Larus argentatus argenteus;gråtrut, underarten argenteus;Underart;5;;NA;
205663;57527;Larus michahellis;medelhavstrut;Art;2260;;NA;
6324518;57528;Larus michahellis atlantis;azorisk medelhavstrut;Underart;2;;NA;
234075;57529;Larus michahellis michahellis;östlig medelhavstrut;Underart;0;;NA;
102967;57530;Larus marinus;havstrut;Art;420234;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;A2abc
205665;57531;Larus hyperboreus;vittrut;Art;2978;;NA;
233932;57532;Larus hyperboreus hyperboreus;europeisk vittrut;Underart;0;;NA;
205660;57533;Larus fuscus;silltrut;Art;259068;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse, Sötvatten (L) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2ab
205937;57534;Larus fuscus graellsii;atlantsilltrut;Underart;134;;NA;
102965;57535;Larus fuscus intermedius;nordsjösilltrut;Underart;5475;Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse, Sötvatten (L) - Har betydelse, Våtmark (V) - Har betydelse;LC;
100071;57536;Larus fuscus fuscus;östersjötrut;Underart;16698;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse, Sötvatten (L) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;NT;A2abc
205938;57537;Larus fuscus heuglini;tundratrut;Underart;78;;NA;
6006169;57538;Larus schistisagus;skiffertrut;Art;0;;NA;
205664;57539;Larus glaucoides;vitvingad trut;Art;503;;NA;
205939;57540;Larus glaucoides kumlieni;baffintrut;Underart;9;;NA;
233842;57541;Larus glaucoides glaucoides;grönlandstrut;Underart;7;;NA;
266239;57542;Larus argentatus x marinus;gråtrut x havstrut;Hybrid;76;;NA;
266240;57543;Larus argentatus x hyperboreus;gråtrut x vittrut;Hybrid;79;;NA;
266838;57544;Larus cachinnans x argentatus;kaspisk trut x gråtrut;Hybrid;109;;NA;
266840;57545;Larus cachinnans x michahellis;kaspisk trut x medelhavstrut;Hybrid;2;;NA;
6011306;57546;Larus fuscus x argentatus;silltrut x gråtrut;Hybrid;131;;NA;
266839;57547;Larus cachinnans/michahellis;kaspisk trut/medelhavstrut;Artkomplex;44296;;NA;
266925;57548;Larus heuglini/fuscus graellsii;tundratrut/atlantsilltrut;Artkomplex;533;;NA;
6331218;57549;Larus fuscus graellsii/intermedius;atlantsilltrut/nordsjösilltrut;Artkomplex;5637;;NA;
266924;57550;Larus heuglini/fuscus graellsii/fuscus intermedius;tundratrut/atlantsilltrut/nordsjösilltrut;Artkomplex;7074;;NA;
266841;57551;Larus fuscus/marinus;silltrut/havstrut;Artkomplex;679474;;NA;
266919;57552;Hydrocoloeus minutus/Rissa tridactyla;dvärgmås/tretåig mås;Artkomplex;211321;;NA;
266922;57553;Xema sabini/Rissa tridactyla;tärnmås/tretåig mås;Artkomplex;45928;;NA;
267106;57554;Ichthyaetus melanocephalus x Chroicocephalus ridibundus;svarthuvad mås x skrattmås;Hybrid;29;;NA;
266238;57555;Ichthyaetus melanocephalus x Larus canus;svarthuvad mås x fiskmås;Hybrid;1;;NA;
6332801;57556;Larus canus x Chroicocephalus ridibundus;fiskmås x skrattmås;Hybrid;3;;NA;
2002084;57557;Sternidae;tärnor;Familj;0;;;
6006019;57558;Charadrii/Scolopaci;vadare;Pseudotaxon;8074616;;;
2002085;57559;Alcae;alkfåglar;Underordning;0;;;
3000275;57560;Gaviiformes;lomfåglar;Ordning;619078;;;
2002057;57561;Gaviidae;lommar;Familj;619066;;;
1001421;57562;Gavia;;Släkte;617247;;;
100063;57563;Gavia stellata;smålom;Art;201594;Brackvatten (B) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Marin miljö (M) - Har betydelse;LC;
233142;57564;Gavia immer;svartnäbbad islom;Art;2562;Brackvatten (B) - Stor betydelse, Marin miljö (M) - Stor betydelse;NA;
233143;57565;Gavia adamsii;vitnäbbad islom;Art;3240;Brackvatten (B) - Stor betydelse, Marin miljö (M) - Stor betydelse;NA;
233141;57566;Gavia pacifica;stillahavslom;Art;3;;NA;
100062;57567;Gavia arctica;storlom;Art;389290;Brackvatten (B) - Stor betydelse, Marin miljö (M) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse;LC;
233863;57568;Gavia arctica arctica;västlig storlom;Underart;6;;NE;
6006170;57569;Gavia immer x arctica;svartnäbbad islom x storlom;Hybrid;8;;NA;
266774;57570;Gavia stellata/arctica;smålom/storlom;Artkomplex;606401;;NA;
266775;57571;Gavia immer/adamsii;islommar;Artkomplex;7010;;NA;
3000274;57572;Procellariiformes;stormfåglar;Ordning;21576;;;
2002055;57573;Diomedeidae;albatrosser;Familj;29;;;
1016709;57574;Diomedea;;Släkte;0;;;
6321899;57575;Diomedea dabbenena;tristanalbatross;Art;0;;NA;
6321897;57576;Diomedea antipodensis;antipodalbatross;Art;0;;NA;
6321896;57577;Diomedea exulans;vandringsalbatross;Art;0;;NA;
6321898;57578;Diomedea amsterdamensis;amsterdamalbatross;Art;0;;NA;
266780;57579;Diomedea exulans s.lat.;;Kollektivtaxon;0;;NA;
1001424;57580;Thalassarche;;Släkte;29;;;
266778;57581;Thalassarche chlororhynchos;mindre albatross;Art;1;;NA;
266779;57582;Thalassarche carteri;gulnäbbad albatross;Art;0;;NA;
205478;57583;Thalassarche melanophris;svartbrynad albatross;Art;28;;NA;
6321900;57584;Thalassarche melanophris melanophris;vanlig svartbrynad albatross;Underart;0;;NA;
6321901;57585;Thalassarche melanophris impavida;campbellalbatross;Underart;0;;NA;
266777;57586;Thalassarche chlororhynchos s.lat.;;Kollektivtaxon;0;;NA;
6006029;57587;Oceanitidae;havslöpare;Familj;0;;;
1016712;57588;Oceanites;;Släkte;0;;;
266791;57589;Oceanites oceanicus;havslöpare;Art;0;;NA;
1016713;57590;Pelagodroma;;Släkte;0;;;
266792;57591;Pelagodroma marina;fregatthavslöpare;Art;0;;NA;
6006030;57592;Hydrobatidae;stormsvalor;Familj;1827;;;
1001428;57593;Hydrobates;;Släkte;1827;;;
205485;57594;Hydrobates pelagicus;stormsvala;Art;270;;NA;
6011878;57595;Hydrobates pelagicus pelagicus;atlantstormsvala;Underart;0;;NA;
6011879;57596;Hydrobates pelagicus melitensis;stormsvala, underarten melitensis;Underart;0;;NA;
266793;57597;Hydrobates castro;oceanstormsvala;Art;0;;NA;
205486;57598;Hydrobates leucorhous;klykstjärtad stormsvala;Art;1557;;NA;
233862;57599;Hydrobates leucorhous leucorhous;vanlig klykstjärtad stormsvala;Underart;0;;NA;
1001429;57600;Oceanodroma;;Släkte;0;;;
2002054;57601;Procellariidae;liror;Familj;19653;;;
1001425;57602;Fulmarus;;Släkte;13973;;;
205479;57603;Fulmarus glacialis;stormfågel;Art;13973;;NA;
233861;57604;Fulmarus glacialis glacialis;ishavsstormfågel;Underart;6;;NA;
6321902;57605;Fulmarus glacialis auduboni;atlantstormfågel;Underart;0;;NA;
267297;57606;Fulmarus glacialis, dark morph;stormfågel, mörk fas;Morfotyp;77;;NA;
267298;57607;Fulmarus glacialis, light morph;stormfågel, ljus fas;Morfotyp;267;;NA;
1016711;57608;Bulweria;;Släkte;0;;;
266786;57609;Bulweria bulwerii;spetsstjärtad petrell;Art;0;;NA;
1001426;57610;Calonectris;;Släkte;275;;;
266787;57611;Calonectris diomedea;diomedeslira;Art;1;;NA;
266788;57612;Calonectris borealis;gulnäbbad lira;Art;6;;NA;
205480;57613;Calonectris borealis/diomedea;gulnäbbad lira/diomedeslira;Kollektivtaxon;275;;NA;
6011877;57614;Ardenna;;Släkte;3507;;;
205482;57615;Ardenna grisea;grålira;Art;3482;;NA;
205481;57616;Ardenna gravis;större lira;Art;25;;NA;
1001427;57617;Puffinus;;Släkte;1696;;;
205483;57618;Puffinus puffinus;mindre lira;Art;1632;;NA;
6331099;57619;Puffinus puffinus puffinus;vanlig mindre lira;Underart;0;;NA;
6331089;57620;Puffinus yelkouan;medelhavslira;Art;60;;NA;
266789;57621;Puffinus yelkouan yelkouan;medelhavslira, underarten yelkouan;Underart;0;;NA;
205484;57622;Puffinus yelkouan mauretanicus;balearisk lira;Underart;60;;NA;
266790;57623;Puffinus assimilis;dvärglira;Art;0;;NA;
1016710;57624;Pterodroma;;Släkte;7;;;
266785;57625;Pterodroma mollis;sammetspetrell;Art;0;;NA;
266784;57626;Pterodroma madeira;madeirapetrell;Art;0;;NA;
6332434;57627;Pterodroma feae;kapverdepetrell;Art;0;;NA;
6332433;57628;Pterodroma deserta;desertapetrell;Art;0;;NA;
266783;57629;Pterodroma mollis s.lat.;sammetspetreller;Kollektivtaxon;1;;NA;
266782;57630;Pterodroma deserta/feae;atlantpetrell;Kollektivtaxon;0;;NA;
266781;57631;Pterodroma deserta/feae/madeira;deserta-/kapverde-/maderiapetrell;Artkomplex;5;;NA;
266912;57632;Ardenna/Puffinus/Calonectris;;Pseudotaxon;5663;;;
2002056;57633;Hydrobatidae s.lat.;stormsvalor;Kollektivtaxon;1887;;NA;
6011010;57634;Ciconiiformes;storkfåglar;Ordning;42569;;;
2002064;57635;Ciconiidae;storkar;Familj;42568;;;
1001439;57636;Ciconia;;Släkte;42544;;;
100032;57637;Ciconia nigra;svart stork;Art;1493;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;RE;
100031;57638;Ciconia ciconia;vit stork;Art;41038;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;D
233878;57639;Ciconia ciconia ciconia;vanlig vit stork;Underart;42;;NE;
266803;57640;Ciconia abdimii;blåkindad stork;Art;0;;NA;
6011013;57641;Suliformes;sulfåglar;Ordning;841667;;;
2002061;57642;Fregatidae;fregattfåglar;Familj;2;;;
1016714;57643;Fregata;;Släkte;0;;;
266798;57644;Fregata magnificens;praktfregattfågel;Art;0;;NA;
2002059;57645;Sulidae;sulor;Familj;62172;;;
1001430;57646;Morus;;Släkte;62164;;;
205487;57647;Morus bassanus;havssula;Art;62144;;NA;
6053288;57648;Sula;;Släkte;8;;;
6053289;57649;Sula leucogaster;brunsula;Art;8;;NA;
2002060;57650;Phalacrocoracidae;skarvar;Familj;779493;;;
6011881;57651;Microcarbo;;Släkte;10;;;
205490;57652;Microcarbo pygmaeus;dvärgskarv;Art;10;;NA;
6321903;57653;Gulosus;;Släkte;45055;;;
205489;57654;Gulosus aristotelis;toppskarv;Art;45055;Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse;NT;B2a
233868;57655;Gulosus aristotelis aristotelis;nordlig toppskarv;Underart;1;;NE;
1001431;57656;Phalacrocorax;;Släkte;733665;;;
100102;57657;Phalacrocorax carbo;storskarv;Art;733630;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Marin miljö (M) - Stor betydelse, Sötvatten (L) - Stor betydelse, Skog (S) - Har betydelse;LC;
233132;57658;Phalacrocorax carbo carbo;atlantstorskarv;Underart;133;;NA;
205921;57659;Phalacrocorax carbo sinensis;mellanskarv;Underart;9524;;NE;
6321904;57660;Nannopterum;;Släkte;0;;;
266795;57661;Nannopterum auritum;öronskarv;Art;0;;NA;
3000277;57662;Pelecaniformes;pelikanfåglar;Ordning;1002038;;;
